dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year,Cluster_Type
KAABONG,Kaabong,"125,400",125400,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,KAABONG,Karamoja,Kaabong District,30,40,70,5591,3956,9547,11205,5591,16796,2738,2383,5121,8892,8014,16906,30,39,69,5572,3942,9514,11111,5517,16628,8876,8086,16962,2733,2381,5114,48287,2381,39,2420,2381,3929,6310,11085,5507,16592,39,8075,8114,2727,2376,5103,183,910,1093,28456,19984,48440,6034,8054,14088,4751,243816.8023,51.31904912,3.5696,34.242,198.0462361,KAABONG,-0.040257935,-0.08505533,0.375,2,False,0.069357044,0.371,False,False,2023,Not Significant
IGANGA,Iganga,"402,600",402600,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,IGANGA,Busoga,Iganga District,36,44,80,41812,26847,68659,67953,32943,100896,22133,17639,39772,30012,27245,57257,34,43,77,40688,25949,66637,65124,31326,96450,29284,26608,55892,21356,16985,38341,257397,16985,43,17028,16985,25314,42299,63161,30468,93629,43,25719,25762,20533,16405,36938,2447,6966,9413,161946,104718,266664,26756,27289,54045,633,417259.6926,659.1780294,0.7236,33.4832,616.8748254,IGANGA,0.31424174,0.682126642,0.212,1,False,0.318320713,0.189,False,False,2023,Not Significant
NAMAYINGO,Namayingo,"237,000",237000,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,NAMAYINGO,Busoga,Namayingo District,68,43,111,22387,13894,36281,36438,18179,54617,12545,10416,22961,19234,17713,36947,68,44,112,22322,13860,36182,36290,18125,54415,19212,17701,36913,12531,10406,22937,150559,10406,43,10449,10406,13828,24234,36236,18049,54285,43,17672,17715,12504,10375,22879,2710,5395,8105,90672,60245,150917,6093,17756,23849,587,261082.2827,444.7739058,0.3426,33.8411,576.6726047,NAMAYINGO,0.031782932,0.043334849,0.393,1,False,0.043273299,0.389,False,False,2023,Not Significant
RUKUNGIRI,Rukungiri,"333,800",333800,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,RUKUNGIRI,Kigezi,Rukungiri District,4,2,6,8202,7639,15841,10948,8135,19083,3245,2999,6244,2984,2797,5781,2,2,4,8139,7582,15721,10843,8057,18900,2931,2747,5678,3191,2969,6160,46463,2969,2,2971,2969,7497,10466,10678,7932,18610,2,2720,2722,3172,2925,6097,180,498,678,25383,21572,46955,987,2799,3786,1381,369464.0944,267.5337396,0.7518,29.9278,125.7578225,RUKUNGIRI,0.748533224,2.499576972,0.001,3,True,-0.922537356,0.001,False,True,2023,Low-Low
PAKWACH,Pakwach,"196,800",196800,NEBBI,NEBBI,PAKWACH,PAKWACH,PAKWACH,PAKWACH,West Nile,Pakwach District,84,82,166,21415,10882,32297,18352,6315,24667,10424,8672,19096,13882,12883,26765,84,82,166,21268,10759,32027,18014,5573,23587,13756,12762,26518,10353,8628,18981,101279,8628,82,8710,8628,10607,19235,17813,5984,23797,82,12628,12710,10217,8507,18724,1060,1756,2816,64157,38834,102991,2796,12965,15761,877,201453.8355,229.7079082,2.4738,31.3999,502.7404901,PAKWACH,0.450080354,1.697630937,0.066,1,False,0.769656185,0.062,False,False,2023,Not Significant
RUBANDA,Rubanda,"208,500",208500,KABALE,KABALE,RUBANDA,RUBANDA,RUBANDA,RUBANDA,Kigezi,Rubanda District,1,0,1,226,347,573,755,1573,2328,87,61,148,75,78,153,1,0,1,210,344,554,725,1555,2280,69,71,140,69,57,126,3101,57,0,57,57,342,399,721,1550,2271,0,70,70,68,56,124,1,16,17,1144,2059,3203,73,78,151,660,243621.2204,369.1230612,1.1517,29.8352,12.72877623,RUBANDA,1.202015683,2.220270573,0.001,3,True,-0.983535343,0.002,False,True,2023,Low-Low
LUUKA,Luuka,"267,100",267100,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,LUUKA,Busoga,Luuka District,18,14,32,28573,14764,43337,42913,15061,57974,16766,12039,28805,23895,19962,43857,15,11,26,28505,14704,43209,42793,14965,57758,23824,19876,43700,16743,12020,28763,173456,12020,11,12031,12020,14608,26628,42763,14822,57585,11,19661,19672,16584,11891,28475,2887,6783,9670,112165,61840,174005,22377,19976,42353,650,291939.7391,449.1380601,0.7251,33.3037,594.1500137,LUUKA,0.227120775,0.607167705,0.246,1,False,0.251864229,0.205,False,False,2023,Not Significant
KALIRO,Kaliro,"288,500",288500,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,KALIRO,Busoga,Kaliro District,114,77,191,13418,7438,20856,27528,13172,40700,8465,6712,15177,18274,16272,34546,114,77,191,13405,7438,20843,27401,13172,40573,18264,16272,34536,8465,6704,15169,111312,6704,61,6765,6704,7340,14044,26699,12828,39527,61,15690,15751,8301,6593,14894,3614,7166,10780,67799,43671,111470,21405,16349,37754,779,240794.7953,309.1075678,0.8927,33.5028,462.2691278,KALIRO,0.218910251,1.224728465,0.11,1,False,0.503676721,0.1,False,False,2023,Not Significant
RUKIGA,Rukiga,"105,400",105400,KABALE,KABALE,RUKIGA,RUKIGA,RUKIGA,RUKIGA,Kigezi,Rukiga District,0,1,1,1117,1145,2262,1386,1040,2426,469,421,890,477,352,829,0,1,1,1117,1150,2267,1373,1045,2418,476,352,828,469,421,890,6404,421,1,422,421,1133,1554,1361,1020,2381,1,348,349,467,415,882,2,38,40,3449,2959,6408,165,353,518,426,128789.5056,302.322783,1.1326,30.0434,49.72454836,RUKIGA,1.12209573,2.042847779,0.001,3,True,-1.030408999,0.002,False,True,2023,Low-Low
JINJA,Jinja,"515,100",515100,JINJA,JINJA,JINJA,JINJA,JINJA,JINJA,Busoga,Jinja District,24,18,42,14149,8822,22971,25347,12119,37466,9202,7227,16429,12636,10268,22904,9,6,15,13544,8459,22003,24058,11740,35798,12082,9918,22000,8863,6989,15852,95668,6989,6,6995,6989,7960,14949,22817,11300,34117,6,9226,9232,8310,6570,14880,753,1680,2433,61358,38454,99812,12743,10286,23029,499,274638.1622,550.3770786,0.5349,33.2139,348.3419756,JINJA,0.00097749,0.144088722,0.387,1,False,0.079320174,0.338,False,False,2023,Not Significant
BUYENDE,Buyende,"414,600",414600,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,BUYENDE,Busoga,Buyende District,32,29,61,12856,7062,19918,21736,8763,30499,9006,7503,16509,15822,14080,29902,32,29,61,12852,7056,19908,21718,8754,30472,15817,14073,29890,9000,7477,16477,96808,7477,29,7506,7477,6746,14223,21041,8504,29545,29,13667,13696,8667,7075,15742,4193,8233,12426,59452,37437,96889,17753,14109,31862,1379,394616.1755,286.1611135,1.2414,33.1239,245.3219255,BUYENDE,-0.075658786,-0.474291904,0.271,2,False,0.200537035,0.219,False,False,2023,Not Significant
KISORO,Kisoro,"315,400",315400,KISORO,KISORO,KISORO,KISORO,KISORO,KISORO,Kigezi,Kisoro District,2,0,2,2066,2205,4271,3650,3423,7073,953,920,1873,1126,1029,2155,1,0,1,1964,2168,4132,3448,3338,6786,1100,996,2096,938,901,1839,14854,901,0,901,901,2146,3047,3393,3310,6703,0,981,981,926,896,1822,7,67,74,7797,7577,15374,1133,1029,2162,690,415351.4081,601.9585624,1.1539,29.6499,35.76248861,KISORO,1.036900379,1.233100023,0.037,3,True,-0.91094671,0.037,False,True,2023,Low-Low
NAKAPIRIPIRIT,Nakapiripirit,"113,300",113300,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,NAKAPIRIPIRIT,Karamoja,Nakapiripirit District,30,32,62,5077,3297,8374,8025,7843,15868,3560,2892,6452,11757,10801,22558,13,14,27,4877,3228,8105,7335,7585,14920,11411,10422,21833,3486,2827,6313,51198,2827,13,2840,2827,3152,5979,7216,7499,14715,13,10331,10344,3440,2793,6233,244,698,942,28449,24865,53314,10477,10833,21310,2641,109085.7669,41.30472051,1.7013,34.5971,469.337123,NAKAPIRIPIRIT,-0.094912741,-0.561563779,0.305,4,False,-0.201211474,0.342,False,False,2023,Not Significant
BUKOMANSIMBI,Bukomansimbi,"156,600",156600,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,82,4,86,6322,5622,11944,6530,3537,10067,3931,3703,7634,3695,3644,7339,7,4,11,6241,5570,11811,6467,3505,9972,3652,3611,7263,3871,3625,7496,36553,3625,4,3629,3625,5350,8975,6324,3377,9701,4,3517,3521,3824,3564,7388,211,639,850,20560,16510,37070,2139,3648,5787,600,192380.5932,320.634322,0.1433,31.6055,190.0035726,BUKOMANSIMBI,-0.128454556,-0.450490338,0.274,2,False,0.217871669,0.236,False,False,2023,Not Significant
DOKOLO,Dokolo,"215,500",215500,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,17,5,22,29890,15030,44920,28586,7923,36509,11598,8353,19951,14074,12538,26612,16,5,21,29430,14824,44254,28157,7824,35981,13862,12237,26099,11416,8225,19641,125996,8225,5,8230,8225,14703,22928,28043,7778,35821,5,12209,12214,11338,8146,19484,1757,3430,5187,84165,43849,128014,8980,12543,21523,1004,212127.2077,211.2820794,1.9131,33.1717,593.9643545,DOKOLO,0.284820923,0.739098094,0.206,1,False,0.314316688,0.158,False,False,2023,Not Significant
KWEEN,Kween,"109,500",109500,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,0,0,0,2108,1969,4077,5328,3871,9199,893,804,1697,875,774,1649,0,0,0,2034,1938,3972,5004,3812,8816,820,725,1545,844,786,1630,15963,786,0,786,786,1851,2637,4753,3669,8422,0,671,671,771,725,1496,50,119,169,9204,7418,16622,743,774,1517,851,125177.9399,147.0951115,1.4126,34.5528,127.5224693,KWEEN,0.26481416,0.89761566,0.187,3,False,-0.332870268,0.203,False,False,2023,Not Significant
SERERE,Serere,"359,500",359500,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,42,3106,3148,31178,16526,47704,26898,7753,34651,12831,10090,22921,11560,10674,22234,42,26,68,31003,16628,47631,26871,7747,34618,11534,10667,22201,12926,10084,23010,127528,10084,25,10109,10084,15804,25888,25813,7435,33248,25,10259,10284,12137,9638,21775,1364,2883,4247,82509,48149,130658,10414,13780,24194,1495,350147.3661,234.212285,1.4994,33.549,364.2123641,SERERE,0.01013253,0.327328511,0.322,1,False,0.142049679,0.275,False,False,2023,Not Significant
AMURIA,Amuria,"225,000",225000,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,40,20,60,25010,13545,38555,26440,8430,34870,10901,8090,18991,11162,10352,21514,40,19,59,24989,13542,38531,26438,8430,34868,11161,10354,21515,10889,8079,18968,113941,8079,19,8098,8079,13403,21482,26381,8417,34798,19,10297,10316,10820,7948,18768,977,2113,3090,73553,40437,113990,10400,10372,20772,1383,243808.8795,176.2898623,2.0302,33.6428,467.3373678,AMURIA,0.137823961,0.649087133,0.213,1,False,0.305415194,0.185,False,False,2023,Not Significant
KYEGEGWA,Kyegegwa,"441,000",441000,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,1086,867,1953,21742,16394,38136,30951,17941,48892,14908,12082,26990,15711,14324,30035,967,781,1748,17218,13339,30557,23964,14689,38653,12731,11495,24226,11968,9867,21835,117019,9867,834,10701,9867,15576,25443,27915,16317,44232,834,13716,14550,13926,11324,25250,915,2937,3852,84398,61608,146006,11637,15191,26828,1882,473060.3332,251.3604321,0.4818,31.055,247.3659104,KYEGEGWA,0.145674669,0.982800269,0.154,3,False,-0.402316714,0.175,False,False,2023,Not Significant
KYENJOJO,Kyenjojo,"525,400",525400,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,226,153,379,15533,11880,27413,22678,15001,37679,7734,6489,14223,8585,8019,16604,154,67,221,14411,11048,25459,19077,12471,31548,7912,7331,15243,7176,5934,13110,85581,5934,67,6001,5934,10940,16874,18678,12535,31213,67,7229,7296,7173,5899,13072,542,1372,1914,54756,41542,96298,7698,8172,15870,2352,530383.2584,225.5030861,0.6093,30.6401,161.356903,KYENJOJO,0.356071587,1.158695206,0.096,3,False,-0.525142646,0.105,False,False,2023,Not Significant
SHEEMA,Sheema,"220,500",220500,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,1,0,1,858,1003,1861,1718,1382,3100,382,379,761,347,374,721,1,0,1,834,976,1810,1674,1345,3019,337,354,691,370,355,725,6246,355,0,355,355,954,1309,1629,1350,2979,0,342,342,362,348,710,4,30,34,3306,3138,6444,236,374,610,327,247374.9567,756.4983385,0.5515,30.3897,25.24912013,SHEEMA,1.205334552,2.438415666,0.001,3,True,-1.023687983,0.001,False,True,2023,Low-Low
RUBIRIZI,Rubirizi,"144,100",144100,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,23,18,41,4247,3723,7970,5542,3366,8908,1843,1705,3548,1626,1459,3085,23,18,41,4241,3717,7958,5508,3356,8864,1617,1453,3070,1839,1699,3538,23471,1699,17,1716,1699,3616,5315,5357,3236,8593,17,1418,1435,1797,1659,3456,39,133,172,13281,10271,23552,2202,1477,3679,1096,163824.2009,149.4746358,0.2642,30.1084,143.2694307,RUBIRIZI,0.497699542,1.604650046,0.017,3,True,-0.667575532,0.024,False,True,2023,Low-Low
KIBAALE,Kibaale,"198,200",198200,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,56,68,124,4012,2798,6810,6416,3640,10056,2148,1770,3918,3427,3410,6837,42,55,97,3781,2591,6372,5402,2997,8399,3064,3034,6098,1950,1573,3523,24489,1573,54,1627,1573,2607,4180,5395,3150,8545,54,3008,3062,1940,1584,3524,460,1192,1652,16059,11686,27745,2952,3478,6430,1153,225552.6717,195.6224386,0.8088,31.0335,108.5733094,KIBAALE,0.588854178,1.476239329,0.037,3,True,-0.675395801,0.038,False,True,2023,Low-Low
KIKUUBE,Kikuube,"358,700",358700,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,35,30,65,24282,15489,39771,29019,14026,43045,13748,12117,25865,25477,22804,48281,34,30,64,23855,15092,38947,28563,13731,42294,23507,22592,46099,14654,11968,26622,154026,11968,29,11997,11968,14665,26633,27793,13534,41327,29,22021,22050,13143,11500,24643,1105,3059,4164,92561,64466,157027,16391,22834,39225,2098,366491.6454,174.686199,1.2375,30.9876,420.2715176,KIKUUBE,-0.230788106,-1.775739728,0.004,4,True,-0.819670641,0.006,False,True,2023,Low-Low
LWENGO,Lwengo,"290,500",290500,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,24,26,50,10422,8554,18976,11754,6292,18046,5297,4685,9982,5052,4730,9782,22,26,48,10292,8492,18784,11544,6069,17613,4952,4643,9595,5249,4647,9896,55936,4647,26,4673,4647,8133,12780,10992,5823,16815,26,4478,4504,5028,4422,9450,317,1010,1327,32549,24287,56836,2573,4756,7329,988,318376.7394,322.2436634,0.4165,31.3999,175.691227,LWENGO,0.334552115,1.179419739,0.088,3,False,-0.534533853,0.089,False,False,2023,Not Significant
APAC,Apac,"226,600",226600,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28,20,48,26929,14242,41171,30238,12484,42722,8750,6660,15410,10332,9202,19534,28,19,47,26541,14101,40642,29355,12341,41696,10204,9077,19281,8659,6596,15255,116921,6596,17,6613,6596,13874,20470,29044,12219,41263,17,8963,8980,8512,6528,15040,1195,2709,3904,76277,42608,118885,7896,9222,17118,1783,217993.4599,122.262176,1.8445,32.4014,536.3509532,APAC,-0.03156004,-0.134379995,0.488,4,False,-0.038960315,0.439,False,False,2023,Not Significant
PALLISA,Pallisa,"353,400",353400,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,9,11,20,14216,6927,21143,18297,5871,24168,6849,5319,12168,9356,8067,17423,9,11,20,14126,6846,20972,18220,5778,23998,9311,8014,17325,6792,5269,12061,74376,5269,11,5280,5269,6833,12102,18059,5739,23798,11,7979,7990,6779,5257,12036,1380,2910,4290,48727,26195,74922,9081,8078,17159,796,328201.1639,412.3130199,1.2009,33.7071,226.6171122,PALLISA,-0.164997193,-0.875254359,0.162,2,False,0.370123949,0.128,False,False,2023,Not Significant
LIRA,Lira,"478,500",478500,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,10,9,19,14217,6975,21192,20683,6298,26981,6293,4576,10869,8736,7407,16143,10,9,19,14198,6965,21163,20639,6271,26910,8696,7360,16056,6265,4564,10829,74977,4564,9,4573,4564,6937,11501,20509,6244,26753,9,7309,7318,6252,4551,10803,592,1214,1806,49939,25265,75204,7413,7416,14829,1046,237687.9657,227.2351489,2.2316,32.9438,315.4429791,LIRA,-0.056129461,-1.345051193,0.092,2,False,0.507110931,0.08,False,False,2023,Not Significant
KALUNGU,Kalungu,"194,100",194100,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,11,6,17,6971,6031,13002,6335,3854,10189,3590,3601,7191,3340,3477,6817,11,6,17,6934,5971,12905,6259,3748,10007,3295,3434,6729,3555,3559,7114,36772,3559,6,3565,3559,5893,9452,6216,3768,9984,6,3450,3456,3533,3533,7066,251,657,908,20247,16969,37216,2110,3483,5593,790,216324.0357,273.8278933,0.0953,31.7651,169.985734,KALUNGU,-0.227170365,-0.681939043,0.196,2,False,0.34323789,0.172,False,False,2023,Not Significant
NAPAK,Napak,"158,300",158300,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,32,33,65,7929,4459,12388,11392,3653,15045,5523,4232,9755,13212,11910,25122,32,33,65,7851,4429,12280,11256,3606,14862,13125,11859,24984,5494,4207,9701,61892,4207,33,4240,4207,4429,8636,11250,3606,14856,33,11859,11892,5494,4207,9701,392,1123,1515,38088,24287,62375,13889,11943,25832,4822,203556.9844,42.21422324,2.4265,34.331,304.0524509,NAPAK,-0.048705017,-0.700165643,0.205,2,False,0.317133721,0.16,False,False,2023,Not Significant
NAMUTUMBA,Namutumba,"306,500",306500,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,11,5,16,14539,8833,23372,25639,11957,37596,9281,7377,16658,12635,11320,23955,11,5,16,14278,8741,23019,24969,11826,36795,12316,11073,23389,9149,7279,16428,99647,7279,5,7284,7279,8731,16010,24940,11819,36759,5,11033,11038,9137,7250,16387,796,2203,2999,62105,39492,101597,9727,11325,21052,812,304892.06,375.4828325,0.8493,33.6623,326.8271401,NAMUTUMBA,-0.04185404,-1.398013698,0.084,2,False,0.614993614,0.065,False,False,2023,Not Significant
NEBBI,Nebbi,"282,600",282600,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,21,13,34,27049,14404,41453,35080,12025,47105,13751,12204,25955,21396,20570,41966,20,12,32,25088,13517,38605,32796,11365,44161,20255,19447,39702,12985,11631,24616,147116,11631,13,11644,11631,14158,25789,34334,11758,46092,13,20358,20371,14216,12038,26254,1571,2834,4405,97297,59216,156513,7654,20583,28237,987,292697.9069,296.5530971,2.4104,31.2168,502.6206083,NEBBI,0.473481376,1.327678354,0.084,1,False,0.810053368,0.071,False,False,2023,Not Significant
KAMPALA,Kampala,"1,680,600",1680600,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1298,1153,2451,35795,30752,66547,86049,77926,163975,26559,25420,51979,28191,27953,56144,477,442,919,22816,19789,42605,49870,45378,95248,18070,16351,34421,15780,14869,30649,203842,14869,392,15261,14869,19492,34361,48916,46285,95201,392,15761,16153,15291,14272,29563,924,4199,5123,177892,163204,341096,25368,29106,54474,195,1766297.729,9057.937072,0.3152,32.5816,115.4063648,KAMPALA,0.740705803,1.176239485,0.055,3,False,-0.872572507,0.048,False,True,2023,Not Significant
ABIM,Abim,"153,500",153500,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,6,7,13,13832,7550,21382,13164,6351,19515,5904,4589,10493,9173,8755,17928,6,7,13,13650,7481,21131,12818,6231,19049,9042,8597,17639,5823,4533,10356,68188,4533,7,4540,4533,7335,11868,12598,6130,18728,7,8448,8455,5707,4429,10136,470,887,1357,42079,27252,69331,9230,8762,17992,2301,139985.445,60.83678617,2.7067,33.6595,487.1077847,ABIM,0.314144674,1.194948897,0.116,1,False,0.596716471,0.073,False,False,2023,Not Significant
BUDUDA,Bududa,"271,100",271100,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,BUDUDA,Bugisu,Bududa District,20,16,36,4109,3034,7143,6471,3777,10248,1772,1355,3127,1704,1598,3302,20,16,36,4099,3023,7122,6453,3760,10213,1703,1597,3300,1763,1352,3115,23786,1352,16,1368,1352,3001,4353,6440,3706,10146,16,1594,1610,1755,1351,3106,366,906,1272,14076,9780,23856,1018,1614,2632,318,33036.28096,103.887676,1.003,34.3338,719.9962983,BUDUDA,-0.881326809,-1.338897739,0.056,4,False,-0.623662704,0.044,False,True,2023,Not Significant
SIRONKO,Sironko,"274,300",274300,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,SIRONKO,Bugisu,Sironko District,9,8,17,8924,5803,14727,16181,8862,25043,3799,3055,6854,4508,3973,8481,5,7,12,8557,5554,14111,15011,8282,23293,4163,3683,7846,3613,2918,6531,51793,2918,7,2925,2918,5096,8014,13762,7770,21532,7,3221,3228,3107,2618,5725,749,1720,2469,33421,21701,55122,4035,3981,8016,383,292231.8131,763.0073449,1.2302,34.2491,177.2325862,SIRONKO,0.035931407,0.175737785,0.477,3,False,-0.062075401,0.485,False,False,2023,Not Significant
KATAKWI,Katakwi,"194,600",194600,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,KATAKWI,Teso,Katakwi District,6,2,8,26263,16385,42648,24717,12449,37166,11640,9223,20863,9899,9270,19169,5,2,7,26243,16341,42584,24569,12398,36967,9768,9145,18913,11607,9208,20815,119286,9208,2,9210,9208,15907,25115,23990,12244,36234,2,8968,8970,11336,9024,20360,1590,4132,5722,72525,47329,119854,7961,9272,17233,2306,226422.5312,98.18843502,1.9142,33.9583,526.8291957,KATAKWI,0.12409244,0.428771784,0.289,1,False,0.188155233,0.234,False,False,2023,Not Significant
KUMI,Kumi,"284,800",284800,KUMI,KUMI,KUMI,KUMI,KUMI,KUMI,Teso,Kumi District,40,44,84,32146,20378,52524,40544,17890,58434,13494,11022,24516,14721,14383,29104,37,39,76,32840,20173,53013,39554,17218,56772,14619,14292,28911,13434,10991,24425,163197,10991,39,11030,10991,20134,31125,39371,17121,56492,39,14254,14293,13395,10956,24351,1670,3175,4845,100945,63717,164662,12791,14427,27218,1005,281819.6516,280.4175638,1.4877,33.9304,579.0831089,KUMI,0.087597795,0.211471305,0.368,1,False,0.107010722,0.301,False,False,2023,Not Significant
BULIISA,Buliisa,"149,300",149300,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,BULIISA,Bunyoro,Buliisa District,5,2,7,11935,7296,19231,13112,6268,19380,6658,5264,11922,10384,9400,19784,4,2,6,11032,6805,17837,12046,5854,17900,9473,8497,17970,6155,4913,11068,64781,4913,2,4915,4913,7124,12037,12876,6170,19046,2,9243,9245,6555,5186,11741,847,1836,2683,42094,28230,70324,6909,9402,16311,1367,161399.1845,118.0681672,1.8992,31.3542,401.3712969,BULIISA,-0.013427033,-0.151389356,0.492,4,False,-0.062282224,0.482,False,False,2023,Not Significant
KAMWENGE,Kamwenge,"335,200",335200,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,KAMWENGE,Tooro,Kamwenge District,41,24,65,27870,17712,45582,30598,15047,45645,12584,10256,22840,16029,15149,31178,33,24,57,25517,16816,42333,28759,14095,42854,14891,14249,29140,11949,12167,24116,138500,12167,23,12190,12167,17396,29563,30250,14605,44855,23,15044,15067,12370,10097,22467,906,2809,3715,87122,58188,145310,10558,15173,25731,1695,329840.7027,194.5962847,0.2903,30.574,419.8996633,KAMWENGE,-0.105067919,-0.996648198,0.152,4,False,-0.373894411,0.167,False,False,2023,Not Significant
LYANTONDE,Lyantonde,"110,500",110500,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,LYANTONDE,South Central,Lyantonde District,4,3,7,5341,4611,9952,5847,3688,9535,2802,2484,5286,1875,1877,3752,4,3,7,5329,4609,9938,5833,3665,9498,1871,1872,3743,2796,2480,5276,28462,2480,3,2483,2480,4344,6824,5602,3493,9095,3,1761,1764,2628,2329,4957,109,309,418,15869,12663,28532,1122,1880,3002,887,128444.334,144.8075919,0.2241,31.2168,221.5901559,LYANTONDE,0.2238622,0.972495685,0.142,3,False,-0.489436058,0.151,False,False,2023,Not Significant
