,dname2019,d,total2020,ttotal2020,2010,2016,2017,2018,2020,NAME_NORM,Region,District,0-28 DAYS FEMALE,0-28 DAYS MALE,0-28 DAYS TOTAL,10-19 YEARS FEMALE,10-19 YEARS MALE,10-19YRS TOTAL,20+ YRS FEMALE,20+ YRS MALE,20+ YRS TOTAL,5-9YRS FEMALE,5-9YRS MALE,5-9YRS TOTAL,29 DAYS-4YRS FEMALE,29DAYS - 4YRS MALE,29 DAYS - 4YRS TOTAL,0-28 DAYS (B/S & RDT) FEMALE,0-28 DAYS (B/S & RDT) MALE,0-28 DAYS (B/S & RDT) TOTAL,10-19 YRS (B/S & RDT) FEMALE,10-19 YRS (B/S & RDT) MALE,10-19 YRS (B/S & RDT) TOTAL,20+ (B/S &RDT) FEMALE,20+ (B/S & RDT) MALE,20 + (B/S & RDT) TOTAL,29DAYS-4YRS (B/S & RDT) FEMALE,29DAYS-4YRS (B/S & RDT) MALE,29DAYS-4 YRS (B/S & RDT) TOTAL,5-9YRS (B/S & RDT) FEMALE,5-9YRS (B/S & RDT) MALE,5-9YRS (B/S & RDT) TOTAL,TOTAL CASES CONFIRMED(B/S & RDT),0-28 DAYS FEMALE CT,0-28 DAYS MALE CT,0-28 DAYS TOTAL CT,10-19 YRS FEMALE CT,10-19 YRS MALE CT,10-19 YRS CT TOTAL,20 + YRS FEMALE CT,20 + YRS MALE CT,20 + YRS CT TOTAL,29DAYS - 4YRS FEMALE CT,29 DAYS - 4YRS MALE CT,29 DAYS - 4YRS CT TOTAL,5-9YRS FEMALE CT,5-9YRS MALE CT,5-9YRS CT TOTAL,PREG 10-19YRS,PREG 20 + YRS,TOTAL PREG,TOTAL CASES FEMALE,TOTAL CASES MALE,GRAND TOTAL CASES,<5YRS FEMALES TOTAL,<5YRS MALE TOTAL,< 5YRS GRAND TOTAL,AREA(Km2),TOTAL POPULATION,POPULATION DENSITY(People per km2),CORDINATES (LATITUDE ° N),CORDINATES (LONGITUDE ° E),Incidence_Rate,DIST_NORM,local_I,local_z,local_p,lisa_q,lisa_sig,G_z,G_p,G_hot,G_cold,Year
332,GULU,Gulu,"325,600",325600.0,GULU,GULU,GULU,GULU,GULU,GULU,Acholi,Gulu District,26.0,20.0,46.0,24128.0,12627.0,36755.0,23810.0,8662.0,32472.0,12223.0,9128.0,21351.0,14143.0,12638.0,26781.0,24.0,20.0,44.0,21835.0,11390.0,33225.0,21246.0,7607.0,28853.0,12693.0,11446.0,24139.0,11005.0,8230.0,19235.0,105496.0,26.0,20.0,46.0,23353.0,12067.0,35420.0,22774.0,7956.0,30730.0,13580.0,36063.0,49643.0,11852.0,8829.0,20681.0,1000.0,2030.0,3030.0,74330.0,43075.0,117405.0,14169.0,12658.0,26827.0,1721.0,129495.278,75.24420567,2.955,32.4467,814.6706322372619,GULU,1.8404270136518812,3.2920600433326754,0.018,1,True,1.586351098521528,0.019,True,False,2022
333,BUKOMANSIMBI,Bukomansimbi,"156,600",156600.0,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,BUKOMANSIMBI,South Central,Bukomansimbi District,3.0,3.0,6.0,7472.0,6553.0,14025.0,7239.0,4282.0,11521.0,4668.0,4435.0,9103.0,4320.0,4251.0,8571.0,3.0,4.0,7.0,7377.0,6483.0,13860.0,7103.0,4229.0,11332.0,4245.0,4177.0,8422.0,4557.0,4368.0,8925.0,42546.0,12.0,4.0,16.0,7442.0,6532.0,13974.0,7134.0,4254.0,11388.0,4334.0,13774.0,18108.0,4642.0,4422.0,9064.0,152.0,499.0,651.0,23702.0,19524.0,43226.0,4323.0,4254.0,8577.0,600.0,187329.3886,312.2156476,0.1433,31.6055,227.11866150829897,BUKOMANSIMBI,-0.0343763743543808,-0.1000262913228786,0.395,2,False,0.0485404446621065,0.409,False,False,2022
334,DOKOLO,Dokolo,"215,500",215500.0,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,DOKOLO,Lango,Dokolo District,12.0,6.0,18.0,35841.0,18161.0,54002.0,37959.0,10652.0,48611.0,17756.0,13205.0,30961.0,22643.0,20106.0,42749.0,12.0,6.0,18.0,35247.0,17834.0,53081.0,37226.0,10439.0,47665.0,22327.0,19819.0,42146.0,17492.0,12990.0,30482.0,173392.0,11.0,6.0,17.0,35513.0,18061.0,53574.0,37620.0,10578.0,48198.0,22599.0,57497.0,80096.0,17711.0,13167.0,30878.0,1611.0,2927.0,4538.0,114211.0,62130.0,176341.0,22655.0,20112.0,42767.0,1004.0,208686.1554,207.8547364,1.9131,33.1717,830.8744759212714,DOKOLO,0.4202243112329366,0.8892821059055919,0.142,1,False,0.3547105684801119,0.156,False,False,2022
335,KWEEN,Kween,"109,500",109500.0,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,KWEEN,Bugisu,Kween District,0.0,0.0,0.0,2465.0,2605.0,5070.0,4935.0,3677.0,8612.0,1129.0,1084.0,2213.0,1053.0,1022.0,2075.0,0.0,0.0,0.0,2310.0,2466.0,4776.0,4499.0,3415.0,7914.0,954.0,925.0,1879.0,1058.0,1011.0,2069.0,16638.0,0.0,0.0,0.0,2204.0,2384.0,4588.0,4360.0,3364.0,7724.0,918.0,5608.0,6526.0,1004.0,981.0,1985.0,74.0,132.0,206.0,9582.0,8388.0,17970.0,1053.0,1022.0,2075.0,851.0,121208.851,142.4310823,1.4126,34.5528,137.2672033661964,KWEEN,0.4202687273855032,1.2849157905635165,0.061,3,False,-0.4633269328575239,0.069,False,False,2022
336,SERERE,Serere,"359,500",359500.0,SERERE,SERERE,SERERE,SERERE,SERERE,SERERE,Teso,Serere District,38.0,42.0,80.0,29522.0,16135.0,45657.0,24644.0,7470.0,32114.0,14071.0,11806.0,25877.0,12158.0,11639.0,23797.0,38.0,42.0,80.0,29399.0,16180.0,45579.0,24290.0,7384.0,31674.0,12038.0,11522.0,23560.0,14004.0,11772.0,25776.0,126669.0,38.0,42.0,80.0,28028.0,15479.0,43507.0,23347.0,7130.0,30477.0,11572.0,31516.0,43088.0,13342.0,11310.0,24652.0,1100.0,2124.0,3224.0,80433.0,47092.0,127525.0,12196.0,11681.0,23877.0,1495.0,342349.3547,228.9962239,1.4994,33.549,369.99923692276207,SERERE,-0.0389251399247309,-0.4713481739795903,0.263,2,False,0.1898498434534226,0.268,False,False,2022
337,AMURIA,Amuria,"225,000",225000.0,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,AMURIA,Teso,Amuria District,21.0,22.0,43.0,26514.0,13970.0,40484.0,29028.0,9575.0,38603.0,12123.0,9153.0,21276.0,11283.0,10812.0,22095.0,21.0,20.0,41.0,26509.0,13939.0,40448.0,29128.0,9568.0,38696.0,11276.0,10812.0,22088.0,12092.0,9131.0,21223.0,122496.0,20.0,20.0,40.0,26242.0,13771.0,40013.0,28877.0,9522.0,38399.0,11206.0,33447.0,44653.0,12004.0,9060.0,21064.0,808.0,1643.0,2451.0,78969.0,43532.0,122501.0,11304.0,10834.0,22138.0,1383.0,236209.2633,170.7948397,2.0302,33.6428,518.5910081960786,AMURIA,0.0868064690142474,0.7889494020905871,0.16,1,False,0.3405692579676236,0.179,False,False,2022
338,ADJUMANI,Adjumani,"235,900",235900.0,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,ADJUMANI,West Nile,Adjumani District,170.0,162.0,332.0,68105.0,51850.0,119955.0,75937.0,29015.0,104952.0,37659.0,31743.0,69402.0,45574.0,42210.0,87784.0,170.0,162.0,332.0,66636.0,50713.0,117349.0,62492.0,28457.0,90949.0,44911.0,44037.0,88948.0,36418.0,30728.0,67146.0,364724.0,170.0,162.0,332.0,72830.0,50130.0,122960.0,60722.0,27859.0,88581.0,44159.0,120479.0,164638.0,36131.0,30304.0,66435.0,1243.0,3595.0,4838.0,227445.0,154980.0,382425.0,45744.0,42372.0,88116.0,2301.0,136003.4758,59.10624763,3.2549,31.7195,2681.725579839924,ADJUMANI,9.920348574495636,3.78503473713076,0.001,1,True,1.8491999275395443,0.005,True,False,2022
339,KYEGEGWA,Kyegegwa,"441,000",441000.0,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,KYEGEGWA,Tooro,Kyegegwa District,271.0,204.0,475.0,20103.0,14559.0,34662.0,34387.0,17466.0,51853.0,11851.0,9817.0,21668.0,13421.0,12436.0,25857.0,258.0,184.0,442.0,19658.0,14217.0,33875.0,32574.0,16345.0,48919.0,13184.0,12049.0,25233.0,11466.0,9729.0,21195.0,129664.0,259.0,184.0,443.0,19273.0,15325.0,34598.0,31720.0,15922.0,47642.0,12805.0,44396.0,57201.0,11301.0,9471.0,20772.0,981.0,2682.0,3663.0,80033.0,54482.0,134515.0,13692.0,12640.0,26332.0,1882.0,446571.8369,237.2857794,0.4818,31.055,290.354181087858,KYEGEGWA,0.181209459733389,1.024021302801679,0.124,3,False,-0.4064041657826566,0.13,False,False,2022
340,KYENJOJO,Kyenjojo,"525,400",525400.0,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,KYENJOJO,Tooro,Kyenjojo District,45.0,29.0,74.0,24289.0,18136.0,42425.0,32139.0,20553.0,52692.0,11951.0,10357.0,22308.0,14294.0,13775.0,28069.0,42.0,30.0,72.0,22654.0,16926.0,39580.0,28720.0,17599.0,46319.0,13238.0,12757.0,25995.0,11268.0,9655.0,20923.0,132889.0,43.0,31.0,74.0,22556.0,16900.0,39456.0,28676.0,17605.0,46281.0,13224.0,45806.0,59030.0,11193.0,9629.0,20822.0,670.0,1558.0,2228.0,82718.0,62850.0,145568.0,14339.0,13804.0,28143.0,2352.0,517109.2556,219.8593774,0.6093,30.6401,256.9843772102075,KYENJOJO,0.2766240518133983,1.158234997319904,0.075,3,False,-0.5047364852219989,0.092,False,False,2022
341,KASESE,Kasese,"793,200",793200.0,KASESE,KASESE,KASESE,KASESE,KASESE,KASESE,Tooro,Kasese District,122.0,72.0,194.0,42728.0,37072.0,79800.0,67237.0,40941.0,108178.0,19512.0,16971.0,36483.0,20356.0,19257.0,39613.0,103.0,61.0,164.0,41148.0,35572.0,76720.0,57924.0,38585.0,96509.0,19357.0,18310.0,37667.0,18679.0,16261.0,34940.0,246000.0,110.0,89.0,199.0,41462.0,35828.0,77290.0,58379.0,39526.0,97905.0,19324.0,81876.0,101200.0,18774.0,16702.0,35476.0,833.0,1633.0,2466.0,149955.0,114313.0,264268.0,20478.0,19329.0,39807.0,2795.0,819394.1729,293.1642837,0.1699,0.0,300.221807935681,KASESE,0.1322134628630178,0.8033250491036892,0.199,3,False,-0.3185762581277778,0.224,False,False,2022
342,SHEEMA,Sheema,"220,500",220500.0,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,SHEEMA,Ankole,Sheema District,0.0,0.0,0.0,856.0,849.0,1705.0,1519.0,1224.0,2743.0,350.0,364.0,714.0,397.0,313.0,710.0,0.0,0.0,0.0,817.0,841.0,1658.0,1405.0,1148.0,2553.0,364.0,288.0,652.0,332.0,344.0,676.0,5539.0,0.0,0.0,0.0,817.0,841.0,1658.0,1405.0,1147.0,2552.0,364.0,2068.0,2432.0,332.0,343.0,675.0,1.0,28.0,29.0,3122.0,2750.0,5872.0,397.0,313.0,710.0,327.0,242570.089,741.8045534,0.5515,30.3897,22.834637291162476,SHEEMA,1.322549696854237,2.654001936759451,0.001,3,True,-1.0509316112737377,0.001,False,True,2022
343,RUBIRIZI,Rubirizi,"144,100",144100.0,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,RUBIRIZI,Ankole,Rubirizi District,7.0,3.0,10.0,6203.0,5460.0,11663.0,8744.0,5201.0,13945.0,2989.0,2718.0,5707.0,2516.0,2391.0,4907.0,6.0,3.0,9.0,6230.0,5487.0,11717.0,8669.0,5169.0,13838.0,2521.0,2387.0,4908.0,2994.0,2730.0,5724.0,36196.0,6.0,3.0,9.0,6225.0,5486.0,11711.0,8663.0,5159.0,13822.0,2519.0,10822.0,13341.0,2992.0,2730.0,5722.0,45.0,141.0,186.0,20459.0,15773.0,36232.0,2523.0,2394.0,4917.0,1096.0,159551.8057,145.5764651,0.2642,30.1084,226.8604848512849,RUBIRIZI,0.4104389276399211,1.618787607860334,0.027,3,True,-0.6407495368408311,0.023,False,True,2022
344,BUTALEJA,Butaleja,"300,500",300500.0,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,BUTALEJA,Bukedi,Butaleja District,315.0,258.0,573.0,31266.0,16576.0,47842.0,42053.0,13840.0,55893.0,24804.0,19747.0,44551.0,31893.0,28217.0,60110.0,309.0,252.0,561.0,29618.0,16202.0,45820.0,40973.0,13531.0,54504.0,31129.0,27567.0,58696.0,24358.0,19367.0,43725.0,203306.0,309.0,252.0,561.0,29030.0,15961.0,44991.0,42143.0,13413.0,55556.0,30598.0,77997.0,108595.0,23795.0,18897.0,42692.0,1289.0,2812.0,4101.0,130331.0,78638.0,208969.0,32208.0,28475.0,60683.0,655.0,297655.2835,454.4355474,0.0,0.0,683.0249999577112,BUTALEJA,0.2250813608633592,0.763783615324199,0.174,1,False,0.3004610410596925,0.205,False,False,2022
345,KIBAALE,Kibaale,"198,200",198200.0,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,KIBAALE,Bunyoro,Kibaale District,40.0,25.0,65.0,5715.0,4187.0,9902.0,8340.0,5081.0,13421.0,3081.0,2637.0,5718.0,4837.0,4555.0,9392.0,27.0,14.0,41.0,5374.0,3930.0,9304.0,7050.0,4286.0,11336.0,4348.0,4084.0,8432.0,2841.0,2446.0,5287.0,34400.0,28.0,13.0,41.0,5176.0,3810.0,8986.0,7691.0,4267.0,11958.0,4296.0,13494.0,17790.0,2799.0,2379.0,5178.0,605.0,1821.0,2426.0,22013.0,16485.0,38498.0,4877.0,4580.0,9457.0,1153.0,214072.0462,185.6652612,0.8088,31.0335,160.69356373536638,KIBAALE,0.5201562341716874,1.4109607798725774,0.037,3,True,-0.6190971382228632,0.043,False,True,2022
346,KIKUUBE,Kikuube,"358,700",358700.0,HOIMA,HOIMA,HOIMA,KIKUUBE,KIKUUBE,KIKUUBE,Bunyoro,Kikuube District,25.0,25.0,50.0,26944.0,17337.0,44281.0,32837.0,16865.0,49702.0,15900.0,13140.0,29040.0,27180.0,26223.0,53403.0,24.0,24.0,48.0,25991.0,16645.0,42636.0,31783.0,16145.0,47928.0,26560.0,25949.0,52509.0,18688.0,12857.0,31545.0,174666.0,23.0,37.0,60.0,25906.0,17011.0,42917.0,30986.0,15734.0,46720.0,26492.0,71222.0,97714.0,15571.0,12783.0,28354.0,1327.0,3374.0,4701.0,102886.0,73590.0,176476.0,27205.0,26248.0,53453.0,2098.0,353885.3585,168.6774826,1.2375,30.9876,493.5666192587056,KIKUUBE,-0.1267862565192825,-1.6122060993231953,0.021,4,True,-0.7073021406623562,0.025,False,True,2022
347,LWENGO,Lwengo,"290,500",290500.0,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,LWENGO,South Central,Lwengo District,50.0,31.0,81.0,15560.0,12995.0,28555.0,16129.0,8680.0,24809.0,8732.0,7573.0,16305.0,7754.0,7272.0,15026.0,32.0,23.0,55.0,14922.0,12530.0,27452.0,14324.0,7648.0,21972.0,7117.0,6630.0,13747.0,8343.0,7247.0,15590.0,78816.0,32.0,23.0,55.0,14715.0,12256.0,26971.0,13889.0,7429.0,21318.0,6941.0,22821.0,29762.0,8119.0,7040.0,15159.0,383.0,1128.0,1511.0,48225.0,36551.0,84776.0,7804.0,7303.0,15107.0,988.0,311636.2703,315.4213262,0.4165,31.3999,252.91022743959468,LWENGO,0.2106948532081078,0.8626456099919664,0.178,3,False,-0.3770341754932839,0.177,False,False,2022
348,AGAGO,Agago,"251,200",251200.0,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,AGAGO,Acholi,Agago District,24.0,25.0,49.0,66729.0,39309.0,106038.0,63923.0,19430.0,83353.0,25713.0,19917.0,45630.0,27137.0,25047.0,52184.0,23.0,22.0,45.0,66427.0,39161.0,105588.0,61789.0,19221.0,81010.0,26946.0,24737.0,51683.0,25618.0,19859.0,45477.0,283803.0,23.0,22.0,45.0,66145.0,39030.0,105175.0,61485.0,19145.0,80630.0,26788.0,74984.0,101772.0,25483.0,19771.0,45254.0,1510.0,3253.0,4763.0,183526.0,103728.0,287254.0,27161.0,25072.0,52233.0,3493.0,289390.4829,82.8486925,2.9251,0.0,980.6922368558652,AGAGO,1.4580769216659797,2.0060545445183937,0.042,1,True,0.8865687885774777,0.053,False,False,2022
349,APAC,Apac,"226,600",226600.0,APAC,APAC,APAC,APAC,APAC,APAC,Lango,Apac District,28.0,41.0,69.0,31026.0,17233.0,48259.0,33367.0,14279.0,47646.0,11887.0,9089.0,20976.0,13476.0,12223.0,25699.0,28.0,38.0,66.0,30924.0,17172.0,48096.0,33069.0,13886.0,46955.0,13397.0,12119.0,25516.0,11858.0,9076.0,20934.0,141567.0,28.0,38.0,66.0,30649.0,17027.0,47676.0,32685.0,13773.0,46458.0,13275.0,42289.0,55564.0,11762.0,8976.0,20738.0,1250.0,2458.0,3708.0,89784.0,52865.0,142649.0,13504.0,12264.0,25768.0,1783.0,214095.8747,120.0762057,1.8445,32.4014,661.23179719539,APAC,0.0347530348997394,0.1391881339148604,0.402,1,False,0.0550734052875092,0.39,False,False,2022
350,PALLISA,Pallisa,"353,400",353400.0,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,PALLISA,Bukedi,Pallisa District,237.0,202.0,439.0,28905.0,15169.0,44074.0,34213.0,10579.0,44792.0,18243.0,14065.0,32308.0,22289.0,19831.0,42120.0,237.0,201.0,438.0,28819.0,15127.0,43946.0,34135.0,10436.0,44571.0,22275.0,19718.0,41993.0,18179.0,14057.0,32236.0,163184.0,236.0,200.0,436.0,28469.0,14862.0,43331.0,33744.0,10368.0,44112.0,22046.0,56938.0,78984.0,17914.0,13897.0,31811.0,1805.0,3745.0,5550.0,103887.0,59846.0,163733.0,22526.0,20033.0,42559.0,796.0,321831.3996,404.3108035,1.2009,33.7071,507.0481009709408,PALLISA,0.0796936768058896,0.9988593535432658,0.134,1,False,0.3628631339163987,0.154,False,False,2022
351,LIRA,Lira,"478,500",478500.0,LIRA,LIRA,LIRA,LIRA,LIRA,LIRA,Lango,Lira District,2.0,5.0,7.0,13095.0,6722.0,19817.0,19598.0,6145.0,25743.0,7066.0,5253.0,12319.0,9752.0,8554.0,18306.0,2.0,5.0,7.0,13010.0,6700.0,19710.0,19387.0,6106.0,25493.0,9709.0,8531.0,18240.0,7042.0,5239.0,12281.0,75731.0,2.0,5.0,7.0,12958.0,6675.0,19633.0,19301.0,6061.0,25362.0,9681.0,26160.0,35841.0,7015.0,5222.0,12237.0,754.0,1111.0,1865.0,49513.0,26679.0,76192.0,9754.0,8559.0,18313.0,1046.0,233244.5794,222.9871696,2.2316,32.9438,324.6849302770978,LIRA,-0.2329016769390515,-1.8991362232185205,0.051,2,False,0.6754307575807632,0.052,False,False,2022
352,KOTIDO,Kotido,"206,500",206500.0,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,KOTIDO,Karamoja,Kotido District,40.0,37.0,77.0,9009.0,6230.0,15239.0,22015.0,12450.0,34465.0,6856.0,5741.0,12597.0,23103.0,21205.0,44308.0,35.0,34.0,69.0,8513.0,5997.0,14510.0,20312.0,11173.0,31485.0,22393.0,20478.0,42871.0,6612.0,5386.0,11998.0,100933.0,35.0,35.0,70.0,8502.0,5969.0,14471.0,20281.0,11493.0,31774.0,21980.0,57722.0,79702.0,6479.0,5339.0,11818.0,192.0,955.0,1147.0,61023.0,45663.0,106686.0,23143.0,21242.0,44385.0,3610.0,211386.63,58.55585318,3.0352,0.0,477.4805293977202,KOTIDO,0.0413840383095459,0.8828222462498144,0.147,1,False,0.321385955010357,0.171,False,False,2022
353,KALUNGU,Kalungu,"194,100",194100.0,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,KALUNGU,South Central,Kalungu District,25.0,19.0,44.0,9778.0,9093.0,18871.0,8432.0,5243.0,13675.0,5287.0,5561.0,10848.0,4426.0,4637.0,9063.0,25.0,17.0,42.0,9604.0,11320.0,20924.0,7999.0,4994.0,12993.0,4227.0,4400.0,8627.0,5087.0,5391.0,10478.0,53064.0,25.0,17.0,42.0,9835.0,8777.0,18612.0,7907.0,4906.0,12813.0,4208.0,14140.0,18348.0,5094.0,5365.0,10459.0,246.0,827.0,1073.0,27948.0,24553.0,52501.0,4451.0,4656.0,9107.0,790.0,211203.2298,267.3458605,0.0953,31.7651,251.2461577895813,KALUNGU,-0.1076253883506298,-0.4008950804392492,0.285,2,False,0.184502126704657,0.282,False,False,2022
354,NAPAK,Napak,"158,300",158300.0,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,NAPAK,Karamoja,Napak District,19.0,11.0,30.0,7280.0,4750.0,12030.0,11809.0,4376.0,16185.0,6230.0,4903.0,11133.0,14840.0,12874.0,27714.0,19.0,11.0,30.0,7139.0,4672.0,11811.0,11359.0,4249.0,15608.0,14621.0,12701.0,27322.0,6176.0,4835.0,11011.0,65782.0,19.0,11.0,30.0,7064.0,4631.0,11695.0,11303.0,4233.0,15536.0,14530.0,34444.0,48974.0,6131.0,4797.0,10928.0,650.0,1103.0,1753.0,40178.0,26914.0,67092.0,14859.0,12885.0,27744.0,4822.0,195607.0713,40.56554776,2.4265,34.331,336.2966357137008,NAPAK,-0.0697129101554541,-0.5560241369704071,0.239,2,False,0.2243297346596438,0.251,False,False,2022
355,NAMUTUMBA,Namutumba,"306,500",306500.0,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,NAMUTUMBA,Busoga,Namutumba District,20.0,22.0,42.0,19737.0,11934.0,31671.0,32383.0,14373.0,46756.0,16444.0,13273.0,29717.0,23783.0,20955.0,44738.0,20.0,22.0,42.0,19509.0,11864.0,31373.0,31925.0,14260.0,46185.0,23479.0,20722.0,44201.0,16299.0,13167.0,29466.0,151267.0,20.0,20.0,40.0,18700.0,11373.0,30073.0,30018.0,13715.0,43733.0,22713.0,61751.0,84464.0,15674.0,14094.0,29768.0,982.0,2802.0,3784.0,92367.0,60557.0,152924.0,23803.0,20977.0,44780.0,812.0,298578.6176,367.7076571,0.8493,33.6623,506.6236866387046,NAMUTUMBA,0.1324815251391171,1.5135051820423748,0.058,1,False,0.6057197308261237,0.081,False,False,2022
356,BUGIRI,Bugiri,"480,400",480400.0,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,BUGIRI,Busoga,Bugiri District,71.0,46.0,117.0,26836.0,15401.0,42237.0,41132.0,14241.0,55373.0,23628.0,19191.0,42819.0,30692.0,28567.0,59259.0,71.0,46.0,117.0,26664.0,15531.0,42195.0,40725.0,14091.0,54816.0,30512.0,28383.0,58895.0,23519.0,19067.0,42586.0,198609.0,71.0,46.0,117.0,26680.0,15335.0,42015.0,40813.0,14114.0,54927.0,30495.0,78846.0,109341.0,23459.0,19050.0,42509.0,2505.0,3281.0,5786.0,122359.0,77446.0,199805.0,30763.0,28613.0,59376.0,1033.0,459052.8011,444.3879972,0.5316,0.0,432.64957652820215,BUGIRI,-0.0011969927376611,-0.3421261094509223,0.305,2,False,0.1249773952765144,0.311,False,False,2022
357,OTUKE,Otuke,"133,500",133500.0,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,OTUKE,Lango,Otuke District,6.0,10.0,16.0,20932.0,10705.0,31637.0,24097.0,6498.0,30595.0,11241.0,8075.0,19316.0,12865.0,11644.0,24509.0,6.0,9.0,15.0,20868.0,10683.0,31551.0,23937.0,6456.0,30393.0,12809.0,11598.0,24407.0,11218.0,8062.0,19280.0,105646.0,6.0,9.0,15.0,20675.0,10557.0,31232.0,23674.0,6360.0,30034.0,12689.0,32782.0,45471.0,11100.0,7903.0,19003.0,546.0,1385.0,1931.0,69141.0,36932.0,106073.0,12871.0,11654.0,24525.0,1549.0,147648.1859,95.31838986,2.5214,33.3486,715.5252152678158,OTUKE,0.5888119235719442,1.7252252044258165,0.052,1,False,0.6884166812338225,0.068,False,False,2022
358,NEBBI,Nebbi,"282,600",282600.0,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,NEBBI,West Nile,Nebbi District,24.0,16.0,40.0,29598.0,16804.0,46402.0,37878.0,15297.0,53175.0,15168.0,12719.0,27887.0,23007.0,22433.0,45440.0,24.0,16.0,40.0,29408.0,16727.0,46135.0,37592.0,15236.0,52828.0,22877.0,22377.0,45254.0,15102.0,13196.0,28298.0,172555.0,24.0,16.0,40.0,29110.0,16505.0,45615.0,36817.0,14641.0,51458.0,22616.0,62200.0,84816.0,14947.0,12181.0,27128.0,1341.0,2392.0,3733.0,105675.0,67269.0,172944.0,23031.0,22449.0,45480.0,987.0,286147.7521,289.9166688,2.4104,31.2168,603.0276272787117,NEBBI,0.305589875869687,1.0180654021946605,0.113,1,False,0.5947437123592639,0.133,False,False,2022
359,KAMPALA,Kampala,"1,680,600",1680600.0,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,KAMPALA,Kampala,Kampala District,1334.0,1237.0,2571.0,30431.0,25925.0,56356.0,74702.0,64028.0,138730.0,23737.0,22700.0,46437.0,27154.0,26304.0,53458.0,492.0,413.0,905.0,20922.0,17823.0,38745.0,45190.0,41783.0,86973.0,16937.0,16085.0,33022.0,15108.0,14440.0,29548.0,189193.0,479.0,397.0,876.0,19823.0,17306.0,37129.0,44825.0,41659.0,86484.0,16813.0,80338.0,97151.0,14830.0,14033.0,28863.0,1085.0,3879.0,4964.0,157358.0,140194.0,297552.0,28488.0,27541.0,56029.0,195.0,1735422.756,8899.603876,0.3152,32.5816,109.01839297997542,KAMPALA,0.9512840299458007,1.3920006259079027,0.027,3,True,-0.9519967535960938,0.034,False,True,2022
360,PADER,Pader,"197,300",197300.0,PADER,PADER,PADER,PADER,PADER,PADER,Acholi,Pader District,31.0,30.0,61.0,54219.0,31078.0,85297.0,50196.0,15587.0,65783.0,24720.0,19438.0,44158.0,28280.0,25783.0,54063.0,28.0,28.0,56.0,53326.0,30584.0,83910.0,48916.0,15133.0,64049.0,27836.0,25384.0,53220.0,24232.0,19099.0,43331.0,244566.0,27.0,28.0,55.0,52188.0,30135.0,82323.0,48203.0,14753.0,62956.0,27207.0,71556.0,98763.0,23847.0,18779.0,42626.0,1536.0,3534.0,5070.0,157446.0,91916.0,249362.0,28311.0,25813.0,54124.0,3326.0,226196.065,68.00843807,2.9431,32.8084,1081.2124428424518,PADER,2.181705803851118,3.053964987096325,0.018,1,True,1.1239007831949852,0.019,True,False,2022
361,ABIM,Abim,"153,500",153500.0,ABIM,ABIM,ABIM,ABIM,ABIM,ABIM,Karamoja,Abim District,12.0,18.0,30.0,14866.0,8361.0,23227.0,15518.0,7577.0,23095.0,7392.0,5695.0,13087.0,11752.0,10340.0,22092.0,12.0,17.0,29.0,14735.0,8130.0,22865.0,15190.0,7360.0,22550.0,11514.0,10145.0,21659.0,7237.0,5636.0,12873.0,79976.0,12.0,17.0,29.0,14458.0,7894.0,22352.0,14952.0,7274.0,22226.0,11251.0,31168.0,42419.0,7067.0,5481.0,12548.0,536.0,984.0,1520.0,49540.0,31991.0,81531.0,11764.0,10358.0,22122.0,2301.0,136003.4758,59.10624763,2.7067,33.6595,588.0437946866061,ABIM,0.2218908586285253,1.028544174340468,0.108,1,False,0.47468579200408,0.11,False,False,2022
